Description,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Alternaria alternata strain D3 Scaffold103,62.4,62.4,36%,9e-08,24.90,55864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJBJY010000103.1?report=genbank&log$=nucltop&blast_rank=97&RID=YYX36PHY016"",""JAJBJY010000103.1"")"
Alternaria alternata strain X11 Scaffold71,62.4,62.4,36%,9e-08,24.90,168009,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JAJBKN010000071.1?report=genbank&log$=nucltop&blast_rank=98&RID=YYX36PHY016"",""JAJBKN010000071.1"")"
"Alternaria atra isolate CS162 genome assembly, contig: 12",62.0,62.0,37%,1e-07,25.00,48412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CAJRGZ010000005.1?report=genbank&log$=nucltop&blast_rank=99&RID=YYX36PHY016"",""CAJRGZ010000005.1"")"
Alternaria gaisen strain FERA 650 contig_6,62.0,62.0,35%,1e-07,24.38,2110033,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nuccore/PDWZ02000006"",""PDWZ02000006.1"")"



		


