#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
M4_chr6_Horiz	+	6151	6589	439	M4_chr6_Horiz	+	5803	6253	451	318/427	74.5%
M4_chr6_Horiz	+	6758	7344	587	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16460	17046	587	445/587	75.8%
M4_chr6_Horiz	+	7343	9808	2466	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	11260	13725	2466	1934/2466	78.4%
M4_chr6_Horiz	+	7343	9808	2466	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	22962	25427	2466	1934/2466	78.4%
M4_chr6_Horiz	+	9799	10406	608	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	14185	14792	608	496/608	81.6%
M4_chr6_Horiz	+	9799	10406	608	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25887	26494	608	496/608	81.6%
M4_chr6_Horiz	+	12528	23833	11306	SN15_Chr05_Horiz	+	17577	28657	11081	10509/11036	95.2%
M4_chr6_Horiz	+	12528	29735	17208	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	49328	66683	17356	15078/16695	90.3%
M4_chr6_Horiz	+	12528	21462	8935	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	37626	46294	8669	8458/8668	97.6%
M4_chr6_Horiz	+	12528	23822	11295	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	47935	59006	11072	10495/11028	95.2%
M4_chr6_Horiz	+	12528	23833	11306	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	295	11375	11081	10503/11037	95.2%
M4_chr6_Horiz	+	12634	20627	7994	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	38686	46428	7743	7595/7742	98.1%
M4_chr6_Horiz	+	16701	16828	128	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	44405	44532	128	99/128	77.3%
M4_chr6_Horiz	+	18326	18380	55	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	53750	53804	55	53/55	96.4%
M4_chr6_Horiz	+	18326	18380	55	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	6110	6164	55	53/55	96.4%
M4_chr6_Horiz	+	20623	21462	840	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	47904	48743	840	617/840	73.5%
M4_chr6_Horiz	+	21995	22751	757	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	46284	47049	766	678/757	89.6%
M4_chr6_Horiz	+	21995	22930	936	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	57986	58921	936	839/934	89.8%
M4_chr6_Horiz	+	21995	23485	1491	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	48733	50225	1493	1317/1491	88.3%
M4_chr6_Horiz	+	22892	29735	6844	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	49179	56483	7305	5981/6829	87.6%
M4_chr6_Horiz	+	23472	24574	1103	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	58899	60001	1103	982/1103	89.0%
M4_chr6_Horiz	+	23822	28869	5048	SN15_Chr05_Horiz	+	40555	45598	5044	4563/5044	90.5%
M4_chr6_Horiz	+	25154	25584	431	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	22859	23247	389	252/351	71.8%
M4_chr6_Horiz	+	25260	26721	1462	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	110578	111993	1416	862/1338	64.4%
M4_chr6_Horiz	+	25463	26253	791	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	7676	8449	774	477/740	64.5%
M4_chr6_Horiz	+	25674	27041	1368	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	34928	36426	1499	858/1226	70.0%
M4_chr6_Horiz	+	27321	27535	215	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	22388	22592	205	149/196	76.0%
M4_chr6_Horiz	+	28864	29550	687	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	92454	93135	682	530/682	77.7%
M4_chr6_Horiz	+	29494	29737	244	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	94335	94573	239	189/239	79.1%
M4_chr6_Horiz	+	42963	43352	390	M4_chr6_Horiz	+	44142	44508	367	263/365	72.1%
M4_chr6_Horiz	+	42963	43760	798	M4_chr6_Horiz	+	43734	44508	775	593/773	76.7%
M4_chr6_Horiz	+	42980	44440	1461	M4_chr6_Horiz	+	43033	44508	1476	1130/1459	77.5%
M4_chr6_Horiz	+	43033	44508	1476	M4_chr6_Horiz	+	42980	44440	1461	1130/1459	77.5%
M4_chr6_Horiz	+	43065	43283	219	M4_chr6_Horiz	+	44289	44507	219	161/219	73.5%
M4_chr6_Horiz	+	43065	43420	356	M4_chr6_Horiz	+	44153	44508	356	274/356	77.0%
M4_chr6_Horiz	+	43065	43488	424	M4_chr6_Horiz	+	44085	44508	424	321/424	75.7%
M4_chr6_Horiz	+	43065	43693	629	M4_chr6_Horiz	+	43881	44509	629	477/629	75.8%
M4_chr6_Horiz	+	43065	43896	832	M4_chr6_Horiz	+	43677	44508	832	647/832	77.8%
M4_chr6_Horiz	+	43065	44032	968	M4_chr6_Horiz	+	43541	44508	968	737/968	76.1%
M4_chr6_Horiz	+	43066	43216	151	M4_chr6_Horiz	+	44358	44508	151	112/151	74.2%
M4_chr6_Horiz	+	43066	43556	491	M4_chr6_Horiz	+	44018	44508	491	365/491	74.3%
M4_chr6_Horiz	+	43066	43828	763	M4_chr6_Horiz	+	43746	44508	763	576/763	75.5%
M4_chr6_Horiz	+	43066	43964	899	M4_chr6_Horiz	+	43610	44508	899	701/899	78.0%
M4_chr6_Horiz	+	43066	44101	1036	M4_chr6_Horiz	+	43474	44509	1036	815/1036	78.7%
M4_chr6_Horiz	+	43066	44168	1103	M4_chr6_Horiz	+	43406	44508	1103	874/1103	79.2%
M4_chr6_Horiz	+	43066	44306	1241	M4_chr6_Horiz	+	43270	44510	1241	979/1241	78.9%
M4_chr6_Horiz	+	43066	44372	1307	M4_chr6_Horiz	+	43202	44508	1307	1021/1307	78.1%
M4_chr6_Horiz	+	43067	43623	557	M4_chr6_Horiz	+	43951	44507	557	423/557	75.9%
M4_chr6_Horiz	+	43067	44236	1170	M4_chr6_Horiz	+	43339	44508	1170	909/1170	77.7%
M4_chr6_Horiz	+	43202	44508	1307	M4_chr6_Horiz	+	43066	44372	1307	1021/1307	78.1%
M4_chr6_Horiz	+	43270	44510	1241	M4_chr6_Horiz	+	43066	44306	1241	979/1241	78.9%
M4_chr6_Horiz	+	43339	44508	1170	M4_chr6_Horiz	+	43067	44236	1170	909/1170	77.7%
M4_chr6_Horiz	+	43406	44508	1103	M4_chr6_Horiz	+	43066	44168	1103	874/1103	79.2%
M4_chr6_Horiz	+	43474	44509	1036	M4_chr6_Horiz	+	43066	44101	1036	815/1036	78.7%
M4_chr6_Horiz	+	43541	44508	968	M4_chr6_Horiz	+	43065	44032	968	737/968	76.1%
M4_chr6_Horiz	+	43610	44508	899	M4_chr6_Horiz	+	43066	43964	899	701/899	78.0%
M4_chr6_Horiz	+	43677	44508	832	M4_chr6_Horiz	+	43065	43896	832	647/832	77.8%
M4_chr6_Horiz	+	43734	44508	775	M4_chr6_Horiz	+	42963	43760	798	593/773	76.7%
M4_chr6_Horiz	+	43746	44508	763	M4_chr6_Horiz	+	43066	43828	763	576/763	75.5%
M4_chr6_Horiz	+	43881	44509	629	M4_chr6_Horiz	+	43065	43693	629	477/629	75.8%
M4_chr6_Horiz	+	43951	44507	557	M4_chr6_Horiz	+	43067	43623	557	423/557	75.9%
M4_chr6_Horiz	+	44085	44508	424	M4_chr6_Horiz	+	43065	43488	424	321/424	75.7%
M4_chr6_Horiz	+	44142	44508	367	M4_chr6_Horiz	+	42963	43352	390	263/365	72.1%
M4_chr6_Horiz	+	44153	44508	356	M4_chr6_Horiz	+	43065	43420	356	274/356	77.0%
M4_chr6_Horiz	+	44289	44507	219	M4_chr6_Horiz	+	43065	43283	219	161/219	73.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	1652	1652	SN15_Chr05_Horiz	+	54749	56634	1886	1046/1543	67.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	1423	1423	SN15_Chr05_Horiz	+	506	1890	1385	857/1228	69.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	1571	1571	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	30076	31866	1791	1016/1473	69.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	16588	16588	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	20412	36219	15808	9357/14159	66.1%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	204	204	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	30383	30578	196	163/186	87.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	2835	2835	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	42085	44944	2860	1648/2502	65.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	1260	1260	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	92043	93340	1298	782/1138	68.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	3502	3502	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	19725	23386	3662	2072/3144	65.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	5948	5948	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	3551	9712	6162	4287/5549	77.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	85877	85877	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1	85877	85877	85877/85877	100.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	3	28501	28499	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	57103	85992	28890	16364/24547	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	3	11719	11717	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	61440	73075	11636	6789/10181	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	6	970	965	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	35180	36101	922	590/853	69.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	6	5423	5418	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	3135	8398	5264	3111/4728	65.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	44	8908	8865	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	26213	35166	8954	5153/7742	66.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	120	1915	1796	M4_chr6_Horiz	+	4972	6770	1799	1354/1796	75.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	174	49839	49666	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	310	49973	49664	28870/43150	66.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	310	49973	49664	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	174	49839	49666	28870/43150	66.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	328	5691	5364	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	4014	9944	5931	3305/4918	67.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	951	1262	312	M4_chr6_Horiz	+	6151	6447	297	195/297	65.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1299	1612	314	M4_chr6_Horiz	+	5803	6131	329	196/314	62.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1899	16145	14247	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	63633	77726	14094	12579/13949	90.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	1960	11495	9536	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	63711	73528	9818	5808/8472	68.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	2282	11719	9438	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	63890	73304	9415	5584/8291	67.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	2828	28440	25613	SN15_Chr05_Horiz	+	33430	59414	25985	14680/22366	65.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	5681	6706	1026	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	53481	54397	917	584/852	68.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	7211	16199	8989	SN15_Chr05_Horiz	+	50808	60001	9194	6390/8363	76.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	7844	17170	9327	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	50677	59744	9068	5742/8100	70.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9986	20992	11007	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10897	21767	10871	6285/9562	65.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9986	46353	36368	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11128	47970	36843	21006/31646	66.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9989	11017	1029	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	72478	73503	1026	668/974	68.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9989	21445	11457	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80876	92535	11660	6643/9927	66.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10002	10829	828	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	72952	73531	580	415/573	72.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10002	49699	39698	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10681	49960	39280	22773/33969	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10024	14924	4901	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	72287	77386	5100	2977/4403	67.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10398	11266	869	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80631	81489	859	647/836	77.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10589	24228	13640	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80560	95304	14745	8549/12289	69.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10681	49960	39280	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10002	49699	39698	22773/33969	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10684	11853	1170	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	71814	72966	1153	744/1064	69.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10823	28257	17435	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80563	97784	17222	11442/15614	73.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10824	47920	37097	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9412	46393	36982	21311/32193	66.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	10897	21767	10871	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9986	20992	11007	6285/9562	65.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11038	21868	10831	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80551	90816	10266	6128/9143	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11128	11719	592	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	71795	72635	841	430/584	73.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11128	49906	38779	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	9986	49097	39112	22319/33526	66.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11233	11719	487	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	80513	81022	510	358/484	74.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11268	15275	4008	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	30089	34402	4314	3217/3934	81.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	11960	26504	14545	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	96657	111524	14868	8626/12935	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	12463	35380	22918	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	60277	84091	23815	13431/20171	66.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	14250	36324	22075	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	14978	37962	22985	12900/19461	66.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	15271	42677	27407	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	20286	48131	27846	15832/23932	66.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	15680	49819	34140	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	48494	81867	33374	19779/29231	67.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	15742	24017	8276	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	11724	18891	7168	4606/6701	68.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	15994	16105	112	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	77573	77689	117	82/107	76.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16291	47386	31096	SN15_Chr05_Horiz	+	29053	59753	30701	20739/27831	74.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16408	64001	47594	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	5409	52398	46990	43790/46212	94.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16460	17046	587	M4_chr6_Horiz	+	6758	7344	587	445/587	75.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16798	49864	33067	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	923	35360	34438	19446/29158	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16940	46600	29661	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	21987	49967	27981	16467/24757	66.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16940	43213	26274	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	10983	36273	25291	14743/22283	66.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17023	49379	32357	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	15054	48526	33473	18889/28297	66.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17036	49973	32938	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	5089	38137	33049	18997/28633	66.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17097	49839	32743	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	6189	38271	32083	19167/28248	67.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17121	43555	26435	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	22878	48351	25474	14810/22288	66.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17140	49699	32560	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	6396	38258	31863	18552/27752	66.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17244	49967	32724	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	675	34898	34224	19179/28887	66.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17326	25795	8470	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	14547	23630	9084	5199/7695	67.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17846	57998	40153	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	15844	56648	40805	26822/36207	74.1%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17994	48764	30771	SN15_Chr05_Horiz	+	28970	59999	31030	18071/26944	67.1%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	18308	42654	24347	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	12822	38774	25953	14435/21684	66.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	19511	45856	26346	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	12773	38964	26192	18068/23972	75.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	19896	42610	22715	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	4	22382	22379	12896/19611	65.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	21987	49967	27981	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	16940	46600	29661	16467/24757	66.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	22851	42654	19804	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	17738	37794	20057	11451/17156	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	22878	48351	25474	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	17121	43555	26435	14810/22288	66.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	22962	25427	2466	M4_chr6_Horiz	+	7343	9808	2466	1934/2466	78.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	23096	57161	34066	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	13779	46428	32650	23313/30086	77.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	23558	49379	25822	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	14735	39197	24463	14531/21734	66.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	24826	49960	25135	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	48188	73113	24926	14420/21536	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25168	42654	17487	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	31858	49496	17639	10107/15162	66.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25230	49617	24388	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	12226	35945	23720	13932/20797	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25309	46020	20712	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	58816	81037	22222	12420/18326	67.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25335	34141	8807	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	48609	56868	8260	5018/7404	67.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25791	30482	4692	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	34838	39344	4507	2676/4007	66.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25887	26494	608	M4_chr6_Horiz	+	9799	10406	608	496/608	81.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	26363	45192	18830	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	2252	21884	19633	13040/17482	74.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	27798	34084	6287	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	37009	42610	5602	3430/5105	67.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	28680	49960	21281	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	16798	37997	21200	12240/18268	67.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	28701	39969	11269	NODE_81_length_99272_cov_6.305068_China_2001_CHI_20A	+	86836	98114	11279	6510/9870	66.0%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	28840	49097	20258	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29033	49906	20874	11755/17649	66.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29033	49549	20517	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	28840	49215	20376	11715/17679	66.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29037	29248	212	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	17386	17587	202	171/200	85.5%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29088	29280	193	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	17335	17537	203	165/191	86.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29298	49485	20188	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11644	32191	20548	11732/17543	66.9%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29362	34084	4723	NODE_59_length_56868_cov_8.276978_Canada_2005_CASSILS	+	26739	30908	4170	2606/3851	67.7%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	29642	42559	12918	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	14300	27145	12846	7467/11021	67.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30021	37535	7515	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	11541	19040	7500	5556/7001	79.4%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30270	45842	15573	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	7781	23678	15898	9671/13898	69.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30273	48963	18691	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	93563	112162	18600	10778/16053	67.1%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30348	34964	4617	NODE_56_length_112162_cov_9.047351_Texas_1992_TX_XA2.4	+	17089	21160	4072	2526/3757	67.2%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30731	43194	12464	NODE_5_length_1342165_cov_13.583453_Iran_2005-2010_IR_B3.1A	+	27318	39085	11768	6958/10582	65.8%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	30763	34000	3238	SN15_Chr05_Horiz	+	52131	55169	3039	1878/2749	68.3%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	31607	45924	14318	NODE_10_length_1230314_cov_6.729976_SouthAfrica_1995_SA_134	+	12409	26984	14576	9624/12899	74.6%
NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	31858	49496	17639	NODE_52_length_85877_cov_11.983382_NewYork_1991_NY_330	+	25168	42654	17487	10107/15162	66.7%
